अमावट,_onto_nodes,माता-पिता,3
चित्ररेफ,_hypernym,पौराणिक_पुरुष,1
षट्कोण,_onto_nodes,याद,31
वमनकर्ता,_onto_nodes,खाद्य_वस्तु,7
विलायती,_onto_nodes,समझौता,3
बरुंडी,_also_see,बरुंडी,1602
मारीशियन,_modifies_noun,तत्त्व,5
वैमानिकी,_hypernym,विज्ञान,5
आदि,_onto_nodes,जिम्मेदारी,53
सार्वभौमिकता,_hypernym,अवस्था,1
पद्माकर,_meronym,कमल,1
केका,_hypernym,चिंघाड़ना,330
सर्वसम्मत,_modifies_noun,क्रिया,3
चराई,_hypernym,काम,1
अलंबुष,_onto_nodes,हारमोनियम,1
त्रसरेणु,_hypernym,कण,263
भौलिया,_onto_nodes,मूर्ख,1
अयाज्ययाजक,_onto_nodes,खाद्य_वस्तु,1
अंक,_hypernym,संख्या,3
दुष्टा,_hypernym,महिला,232
माषपर्णी,_attributes,औषधीय,5
भूपाली,_hypernym,रागिनी,2
अनुपम,_similar,विशिष्ट,2
दंडकला,_onto_nodes,मूर्ख,2
मेल_होना,_onto_nodes,विरक्ति,2
बरुंडी,_hypernym,अफ्रीकी_देश,2987
भौंरी,_onto_nodes,अंधानुकरण,29
शतकुंभा,_hypernym,पौराणिक_वस्तु,2
अप्रतिष्ठित,_also_see,अख्यात,27638
संत_तुकाराम,_hypernym,साधु,3630
खाली,_onto_nodes,विरोध,1
हलका,_onto_nodes,मूर्ख,2
कक्षीवान,_onto_nodes,हारमोनियम,1
वेलापवर्ती,_modifies_noun,तत्त्व,8
बाजार,_hypernym,स्थान,455
अंबाबाई,_onto_nodes,हारमोनियम,1
अप्रदूषित,_modifies_noun,वस्तु,3
मादा_गौरैया,_hypernym,गौरैया,46
संतुष्टीकरण,_hypernym,काम,1
सागर,_onto_nodes,स्पष्टीकरण,4
राष्ट्रीयता,_onto_nodes,अन्य,3
नाम_देना,_hypernym,काम_करना,4
संघीय,_modifies_noun,क्रिया,5
लीपा-पोती_करना,_hypernym,छिपाना,10442
फरशी,_hypernym,हुक्का,676
दस्युता,_onto_nodes,अशिष्टता,1
काजालड्डू,_hypernym,आम,1
अशौर्य,_onto_nodes,विरोध,3
टैम्पो,_hypernym,सवारी,640
गणेश_चतुर्थी,_onto_nodes,कंपोस्त,1
हंगोरी,_hypernym,पेड़,1
अप्रासांगिक,_modifies_noun,उक्ति,2
तारक_मंत्र,_hypernym,मंत्र,227
अनुभावक,_onto_nodes,समझौता,1
कालिकामुख,_hypernym,राक्षस,2
नकुलांधरोग,_onto_nodes,उपस्थित,1
पाखर,_hypernym,झूल,488
रंगविद्याधर,_hypernym,नर्तकी,9
पेचीदगी,_onto_nodes,असामंजस्यता,55
हनोई,_hypernym,राजधानी,5
मरना,_hypernym,निकलना,29
स्मार्त,_also_see,स्मृति,14785
योजन,_hypernym,नाप,1
नंद,_onto_nodes,हारमोनियम,1
ओज़ोन,_hypernym,गैस,34
नीलकंठ,_onto_nodes,विटामिन,1
देवशाक,_hypernym,संकर_राग,7
लीवार्ड_द्वीप_समूह,_onto_nodes,स्पष्टीकरण,5
निदेशक,_onto_nodes,खाद्य_वस्तु,1
चुपड़ना,_hypernym,जुतवाना,938
डाउनलोड,_hypernym,स्थानांतरण,8884
मद्यत्यागी,_onto_nodes,खाद्य_वस्तु,7
पीएचडी,_hypernym,उपाधि,1737
छींटा,_onto_nodes,क्रिया,7
चरण-रज,_hypernym,धूल,7699
जोवारी,_hypernym,मैना,33
अरगवानी,_also_see,लाल_रंग,378
पराधीनतः,_verb,काम_करना,2
चिलिमिलिका,_hypernym,माला,30
सँड़सा,_onto_nodes,मूर्ख,1
पितराना,_onto_nodes,विरक्ति,1
लैंप_शेड,_onto_nodes,मूर्ख,2
भजियाउर,_onto_nodes,प्रवीण,1
तूया,_onto_nodes,क्रिया,8
टोड़ी,_hypernym,रागिनी,7
मत्तेवविक्रीड़ित,_onto_nodes,प्रयत्नपूर्वक,1
मार्जन,_hypernym,परित्याग,274
सविस्तार,_modifies_noun,अवस्था,2
पायरी,_onto_nodes,प्रवीण,4
चिकित्स्य,_onto_nodes,समझौता,11
दिन_दूनी_रात_चौगुनी_तरक्की_करना,_onto_nodes,फालसई,14
असित,_hypernym,पौराणिक_पुरुष,2
लैपटॉप,_hypernym,कम्प्यूटर,576
परिवर्तन_करना,_hypernym,काम_करना,14
स्वादहीन,_onto_nodes,भुक्तभोगी,1
अबिंध्य,_onto_nodes,हारमोनियम,5
रंगना,_onto_nodes,विनिमय_व्यापार,25
निहानी,_hypernym,रुखानी,3451
गृध्रसी,_hypernym,वात_रोग,27
अनपढ़ता,_hypernym,भाव,3
ग्वालिन,_hypernym,महिला,4
तिरसठवाँ,_modifies_noun,तत्त्व,4
भूतपूर्व,_modifies_noun,व्यक्ति,17
माइक,_onto_nodes,मूर्ख,1
तित्तिरि,_hypernym,ऋषि,3
दुधारू_गाय,_onto_nodes,दुश्चरित्रता,1
पनामा_सिटी,_hypernym,राजधानी,5
अनिलाशी,_onto_nodes,भुक्तभोगी,2
प्रभातफेरी,_onto_nodes,अंधानुकरण,12
मोतियदाम,_onto_nodes,प्रयत्नपूर्वक,1
चँदोवा,_hypernym,मंडप,31048
दास्य,_hypernym,भक्ति,1
गरदा,_onto_nodes,फूहड़,1
क्रमागत,_onto_nodes,विरोध,1
दुरुपयोग,_onto_nodes,अनायास,1
लोक_गायक,_hypernym,गायक,5761
यमनी,_onto_nodes,समझौता,2
शरारि,_hypernym,पौराणिक_जीव,142
सेनापति,_hypernym,अधिकारी,15
पसंद_आना,_hypernym,होना,1
सामंतकालीन,_modifies_noun,क्रिया,5
रटना,_onto_nodes,स्वपक्षीय,1
तेलुगु,_onto_nodes,सामंजस्य,4
कल्याणकारी,_modifies_noun,वस्तु,2
हवनकुंड,_onto_nodes,मूर्ख,1
समाप्ति,_hypernym,घटना,21898
पत्रपाश्या,_onto_nodes,मूर्ख,1
समुद्र,_hypernym,जलीय_धरातल,49
वस्तिकुंडलिका,_onto_nodes,उपस्थित,1
पचासवाँ,_onto_nodes,स्वीकृति,2
चंद्र,_onto_nodes,मूर्ख,2
परतला,_onto_nodes,मूर्ख,3
वर्ग_मीटर,_onto_nodes,नामक,1
ठप्पा,_onto_nodes,मूर्ख,9
कालप्रमेह,_hypernym,प्रमेह,4
अधपिसा,_onto_nodes,भुक्तभोगी,2
सेरियम,_hypernym,रासायनिक_तत्व,1
रंगना,_onto_nodes,विनिमय_व्यापार,25
गलतकिया,_onto_nodes,मूर्ख,1
हिरणी,_onto_nodes,दुश्चरित्रता,1
धूम्रलोचन,_hypernym,राक्षस,2
निस्सार,_modifies_noun,वस्तु,4
प्राचीन_काल,_onto_nodes,अचानक,3
रानी,_hypernym,वस्तु,3808
राकेट,_hypernym,विमान,103
फटना,_hypernym,दुखी_होना,34
रशनाकलाप,_onto_nodes,मूर्ख,1
चरवाहा,_hypernym,व्यक्ति,86
क्यारी,_hypernym,क्षेत्र,1
अकालजात,_onto_nodes,अंजीर,304
गुमसुम,_verb,होना,2
तटबंध,_hypernym,मानव_कृति,5
द्रोणाचार्य,_hypernym,पौराणिक_पुरुष,1
अव्रण,_hypernym,अनुपलब्धता,3
टिकट,_hypernym,व्यापारिक_दस्तावेज़,2926
नाड़ीचक्र,_onto_nodes,मूर्ख,19
दसगुना,_modifies_noun,वस्तु,3
खट-खट,_onto_nodes,प्रयत्नपूर्वक,6
अढ़िया,_onto_nodes,मूर्ख,1
ब्लड_बैंक,_hypernym,मानव_कृति,49
पूरना,_hypernym,होना,1
अश्वपति,_hypernym,मालिक,117
नेतागिरी,_onto_nodes,अनायास,1
साँस_रोक_देनेवाला,_modifies_noun,अवस्था,2
चिपकू,_onto_nodes,भुक्तभोगी,8
बड़हंस,_onto_nodes,प्रयत्नपूर्वक,2
ऊँचाई,_onto_nodes,अपराध,14275
सम्मुख,_modifies_noun,वस्तु,3
पहाड़ी,_onto_nodes,प्रयत्नपूर्वक,62
अप्रकृतआश्रितश्लेष,_hypernym,श्लेष,96
देवविहाग,_onto_nodes,मूर्ख,2
अनुदान,_onto_nodes,मूर्ख,1
गोपुर,_onto_nodes,मूर्ख,5
अलग-अलग,_onto_nodes,विरोध,4
पालितमंदार,_onto_nodes,अयोग्य,1
प्लीहोदरी,_onto_nodes,खाद्य_वस्तु,1
सोमनाथ,_onto_nodes,मूर्ख,1
पिनाकी,_hypernym,तंतु_वाद्य,52
कर_वसूली,_hypernym,वसूली,1488
आश्चर्य_से,_verb,होना,2
अँगड़ाना,_hypernym,तानना,497
विश्वास,_onto_nodes,अन्य,4
उच्छेदवादी,_modifies_noun,क्रिया,5
अनग्नता,_onto_nodes,अनुत्तीर्ण,8
अंधेरी_कोठरी,_onto_nodes,पितृहीन,3
सिलही,_hypernym,जल_पक्षी,3
लेना,_hypernym,लेना,2
धनी,_also_see,धन-दौलत,31131
शैली,_onto_nodes,सम्मान,25
परिमोषी,_onto_nodes,समझौता,7
अधपका,_also_see,पका,587
कवच,_onto_nodes,फूहड़,4
प्रस्तुत_करना,_hypernym,काम_करना,1
मालगुजारी,_hypernym,अवस्था,2
ट्रांसहिमालय,_onto_nodes,स्पष्टीकरण,5
बीच,_onto_nodes,पितृहीन,2
धर्म,_hypernym,स्वभाव,28336
कालरात्रि,_onto_nodes,कचनार,3
आदित्य,_onto_nodes,स्पष्टीकरण,5
सुरबुली,_hypernym,पौधा,1
बचमूल,_hypernym,जड़,16
कीटोन,_onto_nodes,अप्रचलित,1
अनकहा,_onto_nodes,भुक्तभोगी,1
क़दरदाँ,_onto_nodes,खाद्य_वस्तु,2
तला,_hypernym,तला,109
ताँबा,_hypernym,धातु,15
उच्च_वर्गीय,_modifies_noun,जीव,9
चरक,_onto_nodes,उपस्थित,2
बकपंचक,_hypernym,अवधि,3
छड़ियाल,_onto_nodes,मूर्ख,1
अर्घ,_onto_nodes,अंधानुकरण,20
पीछे,_onto_nodes,प्रभामंडल,7
अभियुक्त,_modifies_noun,व्यक्ति,1
अभिसारिणी,_antonym,अभिसारी,1
भूखा,_onto_nodes,दुश्चरित्रता,25
रँगवाना,_onto_nodes,मुख्य_द्वार,1
शासन,_onto_nodes,अनायास,2
धन,_antonym,ऋण,31137
व्यतीपात,_hypernym,मुहूर्त,1
चिचिंडा,_onto_nodes,प्रवीण,4
सत्तर,_modifies_noun,कार्य,10
कोच,_onto_nodes,मूर्ख,12
आश्रयी,_modifies_noun,वस्तु,3
अभीष्ट,_onto_nodes,मूर्ख,5
विषाणुज_संक्रमण,_hypernym,संक्रमण,111
पट्टी,_onto_nodes,मूर्ख,1
सुनवाना,_onto_nodes,अनुसार,7
तलछटी,_onto_nodes,भुक्तभोगी,3
जलसमाधि,_onto_nodes,असामंजस्यता,2
अठोतरी,_hypernym,जपमाला,137
डाउराउकाउली,_hypernym,बंदर,47
गोरा_सिपाही,_hypernym,सिपाही,164
तालाबंदी,_hypernym,क्रिया,2
लेखाकृत,_onto_nodes,भुक्तभोगी,1
नौ,_modifies_noun,तत्त्व,4
मंक्षण,_hypernym,कवच,86
पाख,_onto_nodes,मूर्ख,3
कर्मण्यता,_onto_nodes,असामंजस्यता,1
केतुवीर्य,_hypernym,राक्षस,2
मूत्रविज्ञान,_hypernym,ग्रंथ,12
पश्चिम,_hypernym,प्रधान_दिक्सूचक_बिन्दु,20
कबायली,_also_see,कबीला,122
बैठक_घर,_hypernym,कमरा,244
जार्डनी,_hypernym,निवासी,1
कृत्रिम_प्रक्रिया,_antonym,प्राकृतिक_प्रक्रिया,3196
दुःशल,_hypernym,कुरुवंशी,5
रैकेट,_onto_nodes,मूर्ख,1
मद,_hypernym,वस्तु,6
अनागत,_modifies_noun,व्यक्ति,519
मालावती,_onto_nodes,प्रयत्नपूर्वक,1
गाय,_onto_nodes,पवित्र_स्थान,8
खेल_मंत्रालय,_onto_nodes,पितृहीन,1
चांद्रायण,_onto_nodes,प्रयत्नपूर्वक,1
मजाकिया,_modifies_noun,वस्तु,3
कोलाहलपूर्ण_पार्टी,_hypernym,प्रीतिभोज,6788
गुलनार,_hypernym,रंग,1
विलासिता,_hypernym,मानसिक_अवस्था,1
मुंशी_संबंधी,_onto_nodes,समझौता,1
शिवलिंग,_onto_nodes,मूर्ख,1
मातृका,_onto_nodes,स्पष्टीकरण,18
संवृत,_onto_nodes,क्रिया,7
गृहयुद्ध,_onto_nodes,अनाथ,348
पर्णकुटी,_onto_nodes,पितृहीन,2
निफ्टी,_onto_nodes,मूर्ख,1
अश्रुत,_onto_nodes,हारमोनियम,1
पंखी,_onto_nodes,फूहड़,26
सेवन_करना,_hypernym,उपयोग_करना,86
चिपकू,_modifies_noun,व्यक्ति,3
अवज्ञेय,_onto_nodes,विरोध,8
युद्धक,_modifies_noun,अवस्था,3
दुश्चरित्रता,_hypernym,दुर्गुण,401
अनउपजाऊ,_modifies_noun,थल,260
अंतर्राष्ट्रीय,_modifies_noun,स्थान,21
आपराधिक_दस्तावेज,_hypernym,अभिलेख,10389
पाकेटमारी,_onto_nodes,अंधानुकरण,3
देशनिकाला,_onto_nodes,अनायास,1
लाठी-चार्ज,_onto_nodes,अंधानुकरण,2
यति,_onto_nodes,मूर्ख,96
हज़ारवाँ,_modifies_noun,क्रिया,3
चिरपरिचित,_modifies_noun,अवस्था,3
आसमान_के_तारे_तोड़ना,_hypernym,काम_करना,2
आवेदित,_modifies_noun,वस्तु,1
मृगमंदा,_onto_nodes,हारमोनियम,1
कच्चा_अन्न,_onto_nodes,अप्रचलित,1
लंड,_hypernym,जननेंद्रिय,164
हृदयहीन,_onto_nodes,विरोध,1
आगड़ा,_hypernym,बाल,48
पंदरहवाँ,_modifies_noun,अवस्था,3
जनता_दल,_hypernym,राजनीतिक_दल,19
आवज,_hypernym,थाप_वाद्य,4838
वेस्टर्न,_onto_nodes,मूर्ख,10
बँटाना,_onto_nodes,साहित्यिक_कृति,2
चादर,_hypernym,मानव_कृति,1
छुन-छुन,_onto_nodes,प्रयत्नपूर्वक,4
चुंगी-घर,_onto_nodes,पितृहीन,1
रेफ,_hypernym,व्यंजन,21
नीचे_से_ऊपर_तक,_verb,होना,2
नहीं_होना,_onto_nodes,विरक्ति,561
भंडाफोड़,_onto_nodes,भुक्तभोगी,1
अव्याप्य,_onto_nodes,विरोध,1
ड्रिल,_onto_nodes,अंधानुकरण,110
तरसना,_causative,तरसाना,119
कॉन्गो,_hypernym,चाय_पत्ती,25018
कुब्जा,_onto_nodes,हारमोनियम,1
ऑसलॉट,_attributes,चितकबरा,1391
अधौड़ी,_hypernym,चमड़ा,956
फेंकना,_hypernym,मिटाना,125
अनिवार्य,_onto_nodes,भुक्तभोगी,7
दूषण,_onto_nodes,अनायास,2
दंतुरण,_onto_nodes,अनायास,1
खोदई,_onto_nodes,अयोग्य,1
अघाना,_onto_nodes,पियानो,1
एकड़,_hypernym,इकाई,4
नाजुक,_onto_nodes,विरोध,2
डालना,_hypernym,काम_करना,1
केन्द्रक,_onto_nodes,क्रिया,2
पैंकड़ा,_hypernym,पदाभूषण,41
इंद्रियज,_modifies_noun,वस्तु,3
विधानवादी,_hypernym,व्यक्ति,1
सार्वभौमिक,_modifies_noun,तत्त्व,16
प्रोस्टेट_ग्रंथि,_onto_nodes,योग्य,2
नाम,_onto_nodes,अनायास,29
प्रोत्साहक,_also_see,प्रोत्साहन,203
रसमंडूर,_onto_nodes,मूर्ख,2
टक्कल,_onto_nodes,योग्य,2
जोड़ी,_onto_nodes,स्पष्टीकरण,1
अगवार,_onto_nodes,खाद्य_वस्तु,5
पौ,_onto_nodes,अचानक,11399
दर्जन,_hypernym,समूह,3
वस्तुनिष्ठ,_onto_nodes,समझौता,3
क्रैप्स,_onto_nodes,अनायास,2
दल,_hypernym,वस्तु-भाग,31228
प्रस्वापिनी,_onto_nodes,हारमोनियम,1
अन्ना,_hypernym,अँगीठी,251
मकरंद,_meronym,मकरंद,82
क्रेडिट_कार्ड,_hypernym,कार्ड,510
अवैधसमूह,_hypernym,वर्ग,9
जातूकर्ण,_onto_nodes,हारमोनियम,1
सुभद्रा,_onto_nodes,हारमोनियम,1
चरना,_onto_nodes,स्वपक्षीय,1
विश्वदेव,_onto_nodes,हारमोनियम,1
सुरंग,_onto_nodes,पितृहीन,1
तिकड़मबाजी,_hypernym,काम,1
शंकरा,_onto_nodes,प्रयत्नपूर्वक,1
रामायण,_onto_nodes,ईश्वर,1848
वक्ता,_modifies_noun,जंतु,17
पंचम,_onto_nodes,प्रयत्नपूर्वक,1
ईश्वर,_onto_nodes,अन्य,30695
किरकिरी,_hypernym,कण,712
हारना,_onto_nodes,विरक्ति,2
कमलगट्टा,_onto_nodes,अप्रचलित,3
पाठीन,_onto_nodes,माता-पिता,1
प्रतिशोध_लेना,_hypernym,काम_करना,2
उल्टा_पैदा_हुआ,_modifies_noun,जंतु,7
बर्राना,_onto_nodes,स्वपक्षीय,23
स्वीडिश,_modifies_noun,तत्त्व,3
निवाड़ा,_onto_nodes,अनायास,4
सौतेली_माँ,_onto_nodes,खाद्य_वस्तु,1
आदित्यकेतु,_onto_nodes,खाद्य_वस्तु,2
दूगू,_onto_nodes,दुश्चरित्रता,1
तंत्रिकासंबंधी,_modifies_noun,अवस्था,3
स्वीकृत,_onto_nodes,विरोध,4
संक्राम्यतंत्र,_onto_nodes,क्रिया,3
खुरमा,_onto_nodes,मूर्ख,2
मधुकुंभा,_hypernym,पौराणिक_जीव,2
फ़ातिमा,_onto_nodes,खाद्य_वस्तु,1
मुंगेर_जिला,_onto_nodes,पितृहीन,2
स्मर,_onto_nodes,प्रयत्नपूर्वक,1
गोन,_hypernym,बोरा,22172
इंडियाना,_onto_nodes,पितृहीन,1
लालुका,_hypernym,माला,42
बालंतकाढ़ा,_onto_nodes,मूर्ख,4
दुमहला,_onto_nodes,मूर्ख,2
शतक,_hypernym,समूह,1
शूल,_onto_nodes,पवित्र_स्थान,55
लेखन-संबंधी,_onto_nodes,समझौता,2
रैक,_onto_nodes,मूर्ख,1
मैंज़नीलो-नूनेज़,_onto_nodes,प्रवीण,4
ग्रंथ-विक्रय,_onto_nodes,अनायास,18
राहु,_hypernym,राक्षस,2
आधेय,_onto_nodes,भुक्तभोगी,2
आढ़ती,_modifies_noun,क्रिया,4
चलाना,_onto_nodes,साहित्यिक_कृति,2
अग्रगण्य,_onto_nodes,विरोध,2
चैम्पियनशिप,_hypernym,प्रतियोगिता,7470
तिलावा,_onto_nodes,मूर्ख,9
दुबला,_modifies_noun,व्यक्ति,2
अवकृष्ट,_onto_nodes,विरोध,2
अनुगुण,_onto_nodes,प्रयत्नपूर्वक,2
नवदुर्गा,_hypernym,समुदाय,110
मलयाली,_modifies_noun,क्रिया,4
जोड़ना,_hypernym,काम_करना,1
चकमा,_hypernym,छल,4346
रक्तगतज्वर,_onto_nodes,उपस्थित,1
राजयोग,_hypernym,अवस्था,13
गेय,_onto_nodes,समझौता,13
सिकुड़ना,_hypernym,होना,4
गंडा,_onto_nodes,मूर्ख,2
गुप्त_गिरोह,_hypernym,दल,9
हस्त-पृष्ठ,_onto_nodes,क्रिया,2
आबादकार,_hypernym,किसान,279
मधुरालिका,_hypernym,मछली,211
कोट_पीस,_hypernym,ताश,351
अमृतप,_onto_nodes,भुक्तभोगी,2
अस्मिता,_hypernym,भाव,25
संयुक्त_राष्ट्र_सुरक्षा_परिषद,_onto_nodes,स्पष्टीकरण,1
कंडोल,_hypernym,पात्र,5
मुश्की,_also_see,कस्तूरी,1
ईसापूर्व,_onto_nodes,निष्ठावान,2
घुलना,_hypernym,संगम_होना,29616
अऊत,_hypernym,व्यक्ति,1
दरवाज़ा,_onto_nodes,अपमान,2268
सोन,_onto_nodes,पितृहीन,9
उद्धाटन_करना,_onto_nodes,स्वपक्षीय,731
अदरक,_onto_nodes,जन्मा,5
भारकर्ण,_hypernym,राक्षस,2
अनिर्धारित,_modifies_noun,काम,30
निशाना_बनाना,_onto_nodes,अनुसार,39
सती,_hypernym,पत्नी,2
अंतविदारण,_onto_nodes,भाई,25
खेसारी,_onto_nodes,अप्रचलित,4
बनना,_onto_nodes,पियानो,5
गृह-प्रवेश,_onto_nodes,कंपोस्त,2
कंघा,_onto_nodes,मूर्ख,1
योजक,_onto_nodes,भुक्तभोगी,1
अनुबंधकर्ता,_modifies_noun,व्यक्ति,3
फरफर,_hypernym,ध्वनि,8540
तंदूरी,_hypernym,रेशम,6744
अग्नि-जिह्वा,_hypernym,जीभ,29876
मायारवि,_onto_nodes,प्रयत्नपूर्वक,2
मीरुत_जिला,_hypernym,जिला,1
पंजाबी,_onto_nodes,खाद्य_वस्तु,3
झाँझ,_hypernym,घनवाद्य,878
हाड़ी,_onto_nodes,मूर्ख,3
बेसिन,_onto_nodes,मूर्ख,3
पोषित,_modifies_noun,क्रिया,4
इंद्रवस्ति,_onto_nodes,क्रिया,2
बोरीयम,_hypernym,रासायनिक_तत्व,1
ब्रह्मयोग,_hypernym,ताल,42
तियतरी,_modifies_noun,महिला,78
भार_पशु,_hypernym,पशु,3
वैज्ञानिक,_hypernym,व्यक्ति,3
अश्वसूक्ति,_onto_nodes,हारमोनियम,1
जई,_onto_nodes,क्रिया,3
बास्केटबाल,_onto_nodes,अनायास,2
ताऊसी,_also_see,मोर,1
परहेज़ी,_onto_nodes,भुक्तभोगी,1
पाकुड़_जिला,_hypernym,जिला,5
व्यंग्य_करना,_hypernym,काम,71
बैले,_hypernym,नृत्य-नाटिका,18404
हृदय,_onto_nodes,क्रिया,2
वरण_करना,_onto_nodes,स्वपक्षीय,15
झपक,_hypernym,भाव,39
सर्पिका,_hypernym,पौराणिक_वस्तु,2
भोजनगृह,_onto_nodes,क्रिया,2
ललछौंहा,_also_see,लालिमा,2209
मसहरी,_onto_nodes,मूर्ख,1
अनेकज,_onto_nodes,भुक्तभोगी,1
अबोला,_onto_nodes,अंधानुकरण,24375
आकलनीय,_onto_nodes,विरोध,2
छुड़ाई,_onto_nodes,अंधानुकरण,1
टंग्स्टन,_hypernym,रासायनिक_तत्व,1
सफ़र,_onto_nodes,कचनार,5
रक्षिता,_onto_nodes,हारमोनियम,3
अप्रभावित,_onto_nodes,समझौता,7
हुकुम,_onto_nodes,मूर्ख,9
कशेरुक,_onto_nodes,क्रिया,2
कालबाह्य,_modifies_noun,वस्तु,3
सूप,_onto_nodes,अबोधगम्य_अपराध,23
पलासना,_onto_nodes,अनुसार,23
चर्मपत्र,_hypernym,पत्र,27
लासी,_hypernym,कीड़ा,1
सद्व्यवहारी,_onto_nodes,भुक्तभोगी,1
कोषाध्यक्ष,_onto_nodes,दिव्य_शक्ति,13
अट्ठावनवाँ,_modifies_noun,क्रिया,3
हँसुआ,_hypernym,कटाई_उपकरण,309
बजना,_hypernym,बताना,26594
टुकड़े_करना,_onto_nodes,फालसई,3
शहडोल_जिला,_hypernym,जिला,1
नौएक,_also_see,नौ,63
सर्वप्रथम,_onto_nodes,निष्ठावान,2
अपवाहन,_onto_nodes,अनायास,2
युगांडाई,_modifies_noun,तत्त्व,5
कला_प्रदर्शित_करना,_hypernym,दिखाना,3827
अचानक,_verb,काम_करना,2
सोखरी,_hypernym,महुआ,23242
अभिस्थिर,_verb,होना,2
भेंट_करना,_onto_nodes,काम,4
चातुर्मासिक,_onto_nodes,समझौता,3
काला,_modifies_noun,जंतु,4
सींकिया_पहलवान,_also_see,दुश्चिंतन,16467
मृत्युकर,_onto_nodes,मूर्ख,2
संतरा,_hypernym,खाद्य_फल,3
अमानवता,_hypernym,अनुपलब्धता,21058
हबशी,_hypernym,निवासी,43
बेलरसी,_modifies_noun,अवस्था,3
चमड़ा_कमाना,_onto_nodes,साहित्यिक_कृति,14
मार्क,_hypernym,मुद्रा,29
स्विट्जरलैंडी,_hypernym,निवासी,1
सुहाल,_onto_nodes,मूर्ख,3
बोतल,_onto_nodes,मूर्ख,1
ईंट,_meronym,मिट्टी,15
मेघविस्फूर्जिता,_onto_nodes,प्रयत्नपूर्वक,2
पगबाधा_आउट,_hypernym,आउट,44
बाराबंकी_जिला,_hypernym,जिला,2
योगज,_onto_nodes,क्रिया,3
नखास,_onto_nodes,पितृहीन,3
पटाना,_hypernym,होना,13
कातारी,_also_see,कतर,1
लाल,_modifies_noun,वस्तु,5
छटाँक,_onto_nodes,अपराधी,252
गुर्दा,_onto_nodes,क्रिया,2
भोग्य_वस्तु,_hypernym,सामान,9
भरना,_entailment,डालना,33
सफला_एकादशी,_hypernym,एकादशी,3
दोहराया,_modifies_noun,क्रिया,5
जैव_प्रौद्योगिकी,_hypernym,शास्त्र,2
उपर्युक्त,_onto_nodes,समझौता,18
पापड़ा,_hypernym,नमकीन,197
पंचानबे,_modifies_noun,अवस्था,3
राष्ट्रीय_राजधानी_क्षेत्र,_onto_nodes,पितृहीन,1
उत्तर_गोवा_जिला,_hypernym,जिला,2
पोटा,_hypernym,चूजा,30466
विनायक_दामोदर_सावरकर,_hypernym,स्वतंत्रता_सेनानी,97
परिमल,_hypernym,पदार्थ,4
नवाबी,_also_see,नवाब,3167
केसरिया,_hypernym,रंग,1
भाली,_onto_nodes,मूर्ख,10
गलितकुष्ट,_hypernym,कोढ़,32
इकतीस,_modifies_noun,क्रिया,5
चेहरे_का,_onto_nodes,समझौता,1
महँगा,_modifies_noun,वस्तु,1
झालर,_hypernym,अलंकार,1
भोजपुरी,_hypernym,बोली,425
वसंत,_hypernym,ऋतु,26297
बारवानी,_hypernym,शहर,2
मूत्रमार्ग,_onto_nodes,क्रिया,2
मलता,_modifies_noun,सिक्का,30211
खर्च,_onto_nodes,अनायास,2
अधिरोपित,_onto_nodes,भुक्तभोगी,1
पूछना,_hypernym,ध्यान_रखना,1519
धोई,_onto_nodes,प्रवीण,3
जामनगर_जिला,_hypernym,जिला,1
त्रिपुरा,_hypernym,देवी,29
छींटा,_hypernym,बूँद,15745
गोपनीयता,_hypernym,अवस्था,19
नमक,_hypernym,खाद्य_वस्तु,8
पदस्थ,_onto_nodes,भुक्तभोगी,2
कुंभ,_onto_nodes,कंपोस्त,3
पतलापन,_hypernym,भाव,4
अड़सठ,_modifies_noun,तत्त्व,3
गण,_hypernym,भाग,1422
दहेजू,_onto_nodes,समझौता,13
पंचकोण,_onto_nodes,अशिष्टता,11698
अंतरिम,_onto_nodes,अंजीर,57
काली,_onto_nodes,सर्वांग,7
अजौली,_hypernym,मात्रा,4
करीर,_onto_nodes,क्रिया,76
कर्णाभूषण,_onto_nodes,मूर्ख,1
ध्यान_देना,_onto_nodes,अनुसार,1
पर्यायवाची,_onto_nodes,व्यक्तिगत,5
पिठौरी,_meronym,पीठी,1076
आवाज़,_hypernym,ध्वनि,20
नहर,_onto_nodes,फूहड़,30920
जंगली,_modifies_noun,वनस्पति,10
एक्रा,_hypernym,राजधानी,5
कार्यभार,_onto_nodes,अनायास,19
गला,_onto_nodes,क्रिया,2
नरहर,_onto_nodes,योग्य,1
समाजवादी,_modifies_noun,तत्त्व,9
रायसेन,_onto_nodes,पितृहीन,1
झुमवाना,_hypernym,काम_कराना,2
नोबेल_शांति_पुरस्कार,_onto_nodes,फूहड़,13
दुग्ध_उत्पाद,_onto_nodes,प्रवीण,1
अधोवाचक,_hypernym,शब्द,14
हैडेन,_onto_nodes,अप्रचलित,4
डेला,_meronym,पुतली,13793
दैव,_also_see,देवता,4506
उदान_वायु,_onto_nodes,अप्रचलित,1
शाखाहीन,_also_see,डाली,1712
चुलाव,_onto_nodes,मूर्ख,1
मोतीलाल_नेहरू,_hypernym,नेता,93
मेरुरज्जु,_onto_nodes,क्रिया,2
सिकोड़ना,_hypernym,सिकुड़ना,517
रूपवान,_onto_nodes,खाद्य_वस्तु,1
चाचा_ससुर,_hypernym,रिश्तेदार,716
चौरासी,_modifies_noun,काम,6
